,index,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,target,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
32731,32731,1450,0.2305,56.17,RENT,81746,Not Verified,low_risk,n,18.88,0,1,16,1,21537,24,w,1106.79,1106.79,616.01,616.01,343.21,272.8,0,0,0,56.17,0,1,Individual,0,0,26545,2,3,0,1,13,5008,26,5,5,2360,58,26900,2,2,3,6,1770,802,90.1,0,0,86,314,4,4,0,10,4,0,4,10,4,8,5,13,19,10,16,0,0,0,5,100,100,1,0,46072,26545,8100,19172,N,N
65054,65054,20500,0.1102,445.93,RENT,58240,Not Verified,low_risk,n,38.78,0,0,26,0,19255,55,w,0,0,21615.1,21615.1,20500,1115.1,0,0,0,18298,0,1,Individual,0,0,102980,1,4,1,3,4,83725,49,0,4,8828,37,61400,0,3,1,7,7922,22562,43.6,0,0,172,161,16,4,0,16,8,0,3,5,5,6,38,9,17,5,26,0,0,0,1,100,20,0,0,158966,102980,40000,97566,N,N
39419,39419,30000,0.2055,1123.34,MORTGAGE,98000,Source Verified,low_risk,n,21.43,0,2,10,0,83561,21,w,0,0,30760.24,30760.24,30000,760.24,0,0,0,30794.49,0,1,Individual,0,0,336859,1,2,0,1,13,59053,100,2,6,30093,88,104400,2,0,3,7,33686,5005,90.4,0,0,172,149,5,5,1,10,3,0,4,6,4,5,12,7,8,6,10,0,0,0,2,100,75,0,0,366350,142614,52400,59000,N,N
17012,17012,12000,0.2305,464.83,MORTGAGE,80000,Verified,low_risk,n,16.47,0,0,9,1,9030,28,w,9443.42,9443.42,4632.93,4632.93,2556.58,2076.35,0,0,0,464.83,0,1,Individual,0,0,32111,1,3,1,2,1,23081,65,0,1,4355,64,14600,1,0,0,3,3568,4419,66.3,0,0,145,75,15,1,1,15,17,0,5,6,5,6,18,6,9,6,9,0,0,0,1,96.4,40,1,0,50132,32111,13100,35532,N,N
44361,44361,2100,0.0756,65.39,RENT,96000,Not Verified,low_risk,n,9.08,0,0,15,0,2622,38,w,0,0,2132.36,2132.36,2100,32.36,0,0,0,744.46,0,1,Individual,0,0,134460,0,9,1,2,8,131838,112,0,1,2151,55,31000,1,0,1,3,8964,11649,15.6,0,0,161,112,23,8,0,53,8,0,1,3,2,4,30,6,8,3,15,0,0,0,1,100,0,0,0,156346,134460,13800,125346,N,N
18806,18806,10000,0.1774,360.23,RENT,110000,Source Verified,low_risk,n,7.06,0,0,7,0,19561,12,w,7729.02,7729.02,3592.44,3592.44,2270.98,1321.46,0,0,0,360.23,0,1,Individual,0,0,22340,0,1,1,2,8,2779,93,0,3,4635,65,31400,1,0,1,5,3191,11839,62.3,0,0,20,142,17,8,0,17,8,0,6,6,6,7,2,6,10,6,7,0,0,0,1,100,16.7,0,0,34400,22340,31400,3000,N,N
47413,47413,25000,0.1862,643.3,RENT,70000,Verified,low_risk,n,12.62,1,1,8,0,9946,19,w,21977.45,21977.45,7024.58,7024.58,3022.55,4002.03,0,0,0,643.3,0,1,Individual,0,0,74776,1,2,1,2,3,64830,98,1,1,5058,78,16600,1,0,2,3,9347,4889,52.5,0,0,149,173,11,3,0,11,3,0,2,5,3,3,12,6,7,5,8,0,0,0,2,94.4,0,0,0,68641,74776,10300,52041,N,N
67421,67421,5000,0.1171,165.38,RENT,52600,Not Verified,low_risk,n,19.51,0,3,5,0,3470,24,w,3523.35,3523.35,1978.05,1978.05,1476.65,501.4,0,0,0,165.38,0,1,Individual,0,0,32688,3,2,1,3,6,29218,81,3,5,3398,70,10500,2,0,9,8,6538,3102,52.3,0,0,93,119,5,5,2,32,4,0,1,2,1,6,6,3,16,2,5,0,0,0,4,100,0,0,0,46560,32688,6500,36060,N,N
27838,27838,8000,0.0819,251.4,RENT,23136,Source Verified,low_risk,n,29.98,0,0,5,0,8303,9,w,5730.57,5730.57,2761.76,2761.76,2269.43,492.33,0,0,0,251.4,0,1,Individual,0,0,18321,0,1,0,0,38,10018,55,1,2,4573,56,14600,0,0,1,2,3664,6297,56.9,0,0,153,154,11,11,0,11,11,0,3,3,4,4,4,4,5,3,5,0,0,0,1,88.9,50,0,0,32884,18321,14600,18284,N,N
61057,61057,40000,0.1102,1309.93,RENT,74100,Not Verified,low_risk,n,27.89,0,0,13,0,17956,17,w,28099.67,28099.67,15657.94,15657.94,11900.33,3757.61,0,0,0,1309.93,0,1,Individual,0,0,32776,2,2,0,1,15,14820,40,2,2,11803,23,103000,1,0,0,3,2521,80055,18.3,0,0,55,111,0,0,0,0,15,0,5,6,10,14,2,11,15,6,13,0,0,0,2,100,0,0,0,139837,32776,98000,36837,N,N
6989,6989,22325,0.2055,598.33,MORTGAGE,90000,Not Verified,low_risk,n,13.31,0,0,8,0,7182,25,w,19990.56,19990.56,5957.81,5957.81,2334.44,3623.37,0,0,0,598.33,0,1,Individual,0,0,156754,1,2,1,2,6,26390,80,0,3,7173,72,13600,1,1,1,5,22393,1818,79.8,0,0,122,176,13,6,2,21,6,2,2,2,3,7,10,5,13,2,8,0,0,0,1,84,50,0,0,184173,33572,9000,33208,N,N
25657,25657,20000,0.0702,617.73,OWN,87000,Not Verified,low_risk,n,20.9,0,1,16,0,8540,30,w,14328,14328,6787.23,6787.23,5672,1115.23,0,0,0,617.73,0,1,Individual,0,0,64673,2,4,1,2,10,56133,81,4,5,2803,32,130400,2,0,2,7,4042,114360,6.9,0,0,109,330,3,3,0,3,6,0,4,4,10,16,7,12,23,4,16,0,0,0,5,90,0,0,0,241303,64673,122900,110903,N,N
67314,67314,20000,0.1171,441.97,MORTGAGE,50000,Source Verified,low_risk,n,17.47,0,1,10,0,15006,15,w,16887.05,16887.05,5290.63,5290.63,3112.95,2177.68,0,0,0,441.97,0,1,Individual,0,0,129196,1,1,0,1,19,19481,72,3,4,4825,69,22600,1,0,4,5,12920,1594,90.4,0,0,19,68,3,3,3,3,3,0,5,5,5,6,1,8,11,5,10,0,0,0,3,100,80,0,0,152918,34487,16600,27220,N,N
33332,33332,5000,0.1102,163.75,MORTGAGE,89400,Not Verified,low_risk,n,29.29,0,0,13,0,5026,25,f,0,0,5087.97,5087.97,5000,87.97,0,0,0,5095.62,0,1,Individual,0,790,148853,0,4,2,4,8,143827,55,1,1,1480,45,20300,1,9,3,5,12404,11174,31,0,0,204,140,7,7,0,7,2,1,4,4,6,6,15,9,10,4,13,0,0,0,3,95.8,16.7,0,0,189366,148853,16200,169066,N,N
60514,60514,4000,0.1524,139.14,OWN,18999,Source Verified,low_risk,n,12.23,0,1,7,0,94,9,w,2880.16,2880.16,1661.21,1661.21,1119.84,541.37,0,0,0,139.14,0,1,Individual,0,240,3306,1,1,1,1,11,3212,80,2,3,72,26,8600,1,0,6,4,472,6506,1.4,0,0,11,59,3,3,0,3,1,0,1,1,5,6,1,6,8,2,7,0,0,0,3,88.9,0,0,0,12600,3306,6600,4000,N,N
43646,43646,8500,0.124,283.95,MORTGAGE,56000,Source Verified,low_risk,n,5.32,0,1,13,0,4596,27,w,6347.6,6347.6,2999.69,2999.69,2152.4,847.29,0,0,0,283.95,0,1,Individual,0,0,196330,2,1,1,2,3,4177,95,5,9,2946,29,25900,1,6,3,11,15102,15404,23,0,0,64,88,3,3,2,3,3,0,4,4,6,10,8,11,17,4,13,0,0,0,6,88.9,16.7,0,0,230300,8773,20000,4400,N,N
47117,47117,25000,0.143,585.61,MORTGAGE,56000,Not Verified,low_risk,n,17.79,0,0,12,0,20105,17,w,21638.39,21638.39,6401.99,6401.99,3361.61,3040.38,0,0,0,0,0,1,Individual,0,0,128552,0,1,0,0,56,3817,28,0,3,8024,62,25100,0,0,1,4,10713,708,96.1,0,0,185,149,14,14,3,14,10,0,4,8,4,4,2,10,12,8,12,0,0,0,0,100,100,0,0,145521,23922,18200,13721,N,N
20240,20240,1500,0.143,51.49,RENT,50000,Source Verified,low_risk,n,12.91,0,1,11,0,4513,12,f,1107.4,1107.4,564.01,564.01,392.6,171.41,0,0,0,51.49,0,1,Individual,0,0,13148,2,3,1,1,4,8635,57,2,3,3447,43,15000,1,0,3,4,1195,6537,40.6,0,0,65,57,3,3,0,3,4,0,3,4,5,6,3,8,9,4,11,0,0,0,3,100,20,0,0,30281,13148,11000,15281,N,N
30449,30449,16000,0.1862,583.43,MORTGAGE,65000,Verified,low_risk,n,2.18,0,2,8,0,1511,26,w,0,0,18195.68,18195.68,16000,2195.68,0,0,0,13544.79,2,1,Joint App,0,1959,2027,1,2,1,2,4,516,8,3,7,761,15,7000,1,0,8,9,253,3045,32.3,0,0,232,228,7,4,0,7,1,0,3,4,4,9,14,6,12,4,8,0,0,0,4,92.3,0,0,0,13163,2027,4500,6163,N,N
70012,70012,12000,0.1524,417.4,RENT,77000,Source Verified,low_risk,n,11.8,0,1,17,0,11265,25,w,8588.19,8588.19,4998.64,4998.64,3411.81,1586.83,0,0,0,417.4,0,1,Individual,0,0,24884,4,1,1,2,4,13619,95,4,4,4230,29,71000,2,0,3,6,1464,51235,14.9,0,0,18,94,5,4,0,6,4,0,4,7,11,15,2,16,22,7,17,0,0,0,5,95.7,0,0,0,85300,24884,60200,14300,N,N
5578,5578,18000,0.1308,410.3,MORTGAGE,100000,Verified,low_risk,n,6.77,0,0,9,0,6182,12,w,15808.55,15808.55,4089.92,4089.92,2191.45,1898.47,0,0,0,410.3,0,1,Individual,0,446,292868,1,1,0,1,17,4945,69,0,0,2927,66,9700,1,0,1,2,32541,3518,63.7,0,0,268,149,39,5,2,39,6,3,5,5,6,6,4,6,6,5,9,0,0,0,1,58.3,33.3,0,0,317905,11127,9700,7200,N,N
18137,18137,1200,0.0881,38.06,RENT,32000,Source Verified,low_risk,n,49.62,0,0,7,0,4611,10,w,897.64,897.64,380.01,380.01,302.36,77.65,0,0,0,38.06,0,1,Joint App,0,0,59095,2,3,2,4,4,54484,85,2,2,2611,78,11200,3,3,5,6,8442,3504,51.3,0,0,63,119,8,4,0,8,5,0,2,4,2,2,6,4,4,4,7,0,0,0,4,100,0,0,0,75414,59095,7200,64214,N,N
24150,24150,2500,0.1102,81.88,MORTGAGE,40000,Not Verified,low_risk,n,29.1,0,0,6,0,10840,9,w,1894.52,1894.52,817.27,817.27,605.48,211.79,0,0,0,81.88,0,1,Individual,0,0,24062,0,2,0,1,23,13222,56,0,0,5754,61,15500,1,2,0,1,4010,392,96.2,0,0,86,134,61,23,0,61,23,0,2,4,2,2,3,4,6,4,6,0,0,0,0,88.9,100,0,0,39306,24062,10300,23806,N,N
76538,76538,5300,0.0881,168.08,MORTGAGE,72000,Not Verified,low_risk,n,28.7,0,1,14,0,13548,36,w,0,0,5583.420833,5583.42,5300,283.42,0,0,0,75.89,0,1,Individual,0,0,124639,2,4,1,2,6,66457,62,1,1,6279,58,26800,1,13,1,3,9588,921,87.2,0,0,155,292,1,1,3,90,2,0,1,4,1,2,21,8,12,4,14,0,0,0,2,97.2,100,0,0,201383,80005,7200,92211,N,N
28413,28413,5000,0.0646,153.16,MORTGAGE,72000,Source Verified,low_risk,n,10.18,1,0,9,0,6022,23,w,3573.33,3573.33,1682.97,1682.97,1426.67,256.3,0,0,0,153.16,0,1,Individual,0,120,173733,0,2,1,1,7,7498,33,0,1,2067,20,45900,0,1,5,2,19304,33343,11.1,0,0,158,152,13,7,3,13,1,0,4,5,5,7,6,6,14,5,9,0,0,0,1,91.3,0,0,0,263496,13520,37500,22751,N,N
54948,54948,12675,0.0881,261.95,RENT,56000,Source Verified,low_risk,n,12.43,0,0,13,0,11943,23,w,0,0,13305.05,13305.05,12675,630.05,0,0,0,11739.55,0,1,Individual,0,0,36063,0,10,0,0,30,24120,89,0,1,7548,76,20600,0,0,0,1,2774,8057,59.7,0,0,141,204,14,14,3,14,17,4,2,2,2,4,13,3,7,2,13,0,0,0,0,78.3,50,0,0,47600,36063,20000,27000,N,N
72089,72089,40000,0.1862,1458.57,MORTGAGE,60000,Not Verified,low_risk,n,29.26,0,0,6,0,31182,15,w,34152.53,34152.53,11627.18,11627.18,5847.47,5779.71,0,0,0,0,0,1,Joint App,0,0,34769,0,3,0,0,29,3587,15,0,1,12113,62,31500,1,0,3,1,5795,318,99,0,0,146,158,24,24,0,24,10,0,3,3,3,4,10,3,5,3,6,0,0,0,0,100,100,0,0,55840,34769,31500,24340,Y,N
44739,44739,2000,0.1695,71.26,MORTGAGE,57000,Not Verified,low_risk,n,55.72,2,0,14,0,10966,36,w,1492.02,1492.02,781.98,781.98,507.98,274,0,0,0,71.26,0,1,Joint App,0,0,170545,0,4,1,2,7,120230,78,0,0,1255,63,27400,1,0,3,2,12182,146,93.7,0,0,197,139,43,7,2,91,7,1,2,8,2,2,24,9,10,8,14,0,0,1,1,88.2,100,0,0,230186,131196,2300,135286,N,N
46154,46154,4000,0.1102,131,MORTGAGE,83000,Source Verified,low_risk,n,14.05,0,4,31,0,4899,50,w,2914.11,2914.11,1438.55,1438.55,1085.89,352.66,0,0,0,131,0,1,Individual,0,366,142322,3,2,2,5,3,25653,95,4,11,3537,29,77300,3,0,6,16,4591,59326,7.6,0,0,80,130,6,3,2,6,3,1,4,5,21,26,11,28,37,5,31,0,0,0,6,98,0,0,0,284107,30552,64200,27122,N,N
40708,40708,3000,0.1308,101.2,MORTGAGE,58000,Source Verified,low_risk,n,10.68,0,0,13,0,8845,18,w,2200.91,2200.91,1108.84,1108.84,799.09,309.75,0,0,0,0,0,1,Individual,0,0,372306,2,5,1,2,7,83173,112,2,2,695,95,22300,3,2,5,5,28639,3805,15.4,0,0,43,127,1,1,1,7,3,0,1,4,2,4,6,7,11,4,13,0,0,0,4,100,0,0,0,376891,92018,4500,74303,N,N
44360,44360,23750,0.1308,541.36,OWN,64200,Verified,low_risk,n,37.76,0,0,6,0,5018,21,w,20467.66,20467.66,5937.7,5937.7,3282.34,2655.36,0,0,0,541.36,0,1,Individual,0,0,79243,1,3,3,5,3,64481,92,0,0,3465,61,49700,4,0,3,5,13207,44682,10.1,0,0,132,328,62,3,3,169,3,0,2,2,2,4,12,2,5,2,6,0,0,0,3,100,0,0,0,130254,79243,49700,70170,N,N
39010,39010,28175,0.2565,1129.95,OWN,96000,Not Verified,low_risk,n,29.81,0,0,14,0,18061,30,f,22521.27,22521.27,11824.33,11824.33,5653.73,6170.6,0,0,0,564.98,0,1,Individual,0,0,43286,1,3,0,1,15,25225,44,2,4,6992,40,51200,1,0,0,5,3092,17503,44.3,0,0,125,144,5,5,0,5,14,0,5,10,5,8,13,11,17,10,14,0,0,0,2,100,0,0,0,109076,43286,31400,57876,Y,N
27896,27896,35000,0.1612,853.37,MORTGAGE,225000,Not Verified,low_risk,n,21.57,0,1,27,0,60485,34,w,31102.91,31102.91,8471.01,8471.01,3897.09,4573.92,0,0,0,0,0,1,Individual,0,0,635598,4,5,2,3,6,132261,91,3,3,12392,71,104400,1,0,5,7,26483,31899,62.4,0,0,281,269,3,3,3,3,1,0,10,13,14,15,6,20,24,13,27,0,0,0,6,100,54.5,0,0,709828,192746,84900,140517,N,N
4198,4198,12000,0.0881,380.54,MORTGAGE,47000,Not Verified,low_risk,n,17.31,0,0,8,1,8924,15,w,8982.86,8982.86,3793.65,3793.65,3017.14,776.51,0,0,0,380.54,0,1,Joint App,0,0,105557,1,1,1,1,10,9404,78,2,2,3180,58,19600,1,0,1,5,13195,6715,50.3,0,0,96,88,0,0,2,0,10,0,3,5,4,4,7,6,6,5,8,0,0,0,3,100,50,1,0,122509,18328,13500,12000,N,N
12674,12674,14000,0.143,327.94,MORTGAGE,38000,Not Verified,low_risk,n,38.12,0,3,17,0,8225,23,w,12262.27,12262.27,3268.28,3268.28,1737.73,1530.55,0,0,0,327.94,0,1,Individual,0,0,103186,1,4,2,3,5,59151,72,1,4,2363,37,52800,1,4,4,7,6070,32252,11.6,0,0,56,58,7,5,1,7,1,0,3,6,6,7,8,12,14,6,17,0,0,0,3,100,16.7,0,0,189125,67376,36500,68325,N,N
31737,31737,15950,0.0881,505.8,RENT,72519,Source Verified,low_risk,n,19,0,0,13,1,5989,42,w,12587.68,12587.68,4544.39,4544.39,3362.32,1182.07,0,0,0,505.8,0,1,Individual,0,0,38927,0,2,1,1,9,32938,82,1,2,1999,60,24900,0,0,1,3,3244,13827,28.7,0,0,180,426,7,7,3,18,7,0,7,10,7,22,9,11,29,10,12,0,0,0,2,100,14.3,1,0,64917,38927,19400,40017,N,N
11953,11953,18600,0.1774,670.02,RENT,190000,Not Verified,low_risk,n,17.75,0,0,16,0,67215,19,w,14376.06,14376.06,6681.87,6681.87,4223.94,2457.93,0,0,0,670.02,0,1,Individual,0,0,90993,0,2,0,2,14,23067,68,2,2,14554,60,107800,1,0,1,4,5687,40485,62.4,0,0,38,65,11,11,0,11,12,0,11,11,12,12,3,13,13,11,16,0,0,0,2,100,41.7,0,0,151397,90993,107700,34000,N,N
37967,37967,7425,0.0819,233.33,OWN,174850,Not Verified,low_risk,n,5.74,0,1,17,1,3843,29,w,0,0,7697.94,7697.94,7425,272.94,0,0,0,6768,0,1,Individual,0,0,139248,3,2,3,3,2,15335,45,2,6,1202,20,62400,0,0,2,9,8191,38803,8.7,0,0,90,145,3,2,1,5,5,0,5,7,7,10,8,14,20,7,17,0,0,0,5,100,0,1,0,225348,19178,42500,34321,N,N
51673,51673,7500,0.0819,235.69,RENT,37000,Source Verified,low_risk,n,22.67,0,0,15,0,20484,20,w,5200.94,5200.94,2824.87,2824.87,2299.06,525.81,0,0,0,235.69,0,1,Individual,0,0,38940,0,3,1,1,10,18456,55,0,3,8024,43,56600,1,1,1,4,2596,33616,37.9,0,0,196,351,15,10,0,15,10,0,7,7,11,14,5,12,15,7,15,0,0,0,1,100,27.3,0,0,90388,38940,54100,33788,N,N
21079,21079,8000,0.0756,249.08,MORTGAGE,65000,Not Verified,low_risk,n,14.01,0,0,9,1,1196,15,w,5721.82,5721.82,2733.16,2733.16,2278.18,454.98,0,0,0,249.08,0,1,Individual,0,0,18176,1,2,1,2,4,16980,73,1,1,1100,30,37900,1,0,0,3,2020,21604,5.2,0,0,126,120,11,4,0,11,19,0,2,2,5,6,6,7,9,2,9,0,0,0,2,100,0,1,0,61155,18176,22800,23255,N,N
25525,25525,6000,0.0819,188.55,MORTGAGE,54000,Not Verified,low_risk,n,17.93,0,2,14,0,3192,16,w,4319.84,4319.84,2071.32,2071.32,1680.16,391.16,0,0,0,188.55,0,1,Joint App,0,0,33954,2,3,2,3,4,30762,87,3,7,1648,42,46400,2,1,10,10,2425,39208,7.5,0,0,84,39,5,4,0,5,2,0,3,3,9,9,5,11,11,3,14,0,0,0,5,100,11.1,0,0,81777,33954,42400,35377,N,N
34528,34528,21275,0.124,477.57,MORTGAGE,46000,Not Verified,low_risk,n,22.98,0,0,12,0,6497,27,w,18288.88,18288.88,5216.63,5216.63,2986.12,2230.51,0,0,0,477.57,0,1,Individual,0,0,77020,0,2,1,1,11,20174,64,1,5,3517,39,37000,1,1,2,6,6418,19625,19.2,0,0,131,166,10,10,3,10,8,0,2,3,6,6,11,9,13,3,12,0,0,0,2,96.3,0,0,0,140415,26671,24300,31415,N,N
22312,22312,6000,0.124,200.44,RENT,53000,Not Verified,low_risk,n,27.81,0,1,15,1,4136,31,w,4395.99,4395.99,2196.57,2196.57,1604.01,592.56,0,0,0,200.44,0,1,Individual,0,423,35892,2,4,2,3,3,31756,72,2,5,1522,53,23900,1,0,2,8,2393,9612,21.9,0,0,144,108,0,0,0,35,0,0,4,8,4,5,16,11,15,8,15,0,0,0,4,100,0,1,0,68158,35892,12300,44258,N,N
68898,68898,10000,0.0881,317.12,MORTGAGE,59000,Not Verified,low_risk,n,10.94,0,0,12,0,14132,21,w,6941.27,6941.27,3795.65,3795.65,3058.73,736.92,0,0,0,317.12,0,1,Individual,0,3134,67360,1,2,1,1,7,4580,48,2,3,4169,52,26200,1,2,1,4,5613,5776,59.6,0,0,163,203,5,5,1,11,7,0,3,7,4,6,6,9,14,7,12,0,0,0,3,100,50,0,0,93691,18712,14300,9500,N,N
39705,39705,14875,0.1612,362.69,RENT,45000,Not Verified,low_risk,n,26.43,0,1,18,0,9810,32,w,12958.13,12958.13,3962.95,3962.95,1916.87,2046.08,0,0,0,362.69,0,1,Individual,0,0,38495,1,4,2,5,7,28685,78,2,5,4157,49,41600,4,1,3,10,2139,25744,22.9,0,0,122,176,3,3,0,7,3,0,5,7,7,13,9,14,23,7,18,0,0,0,4,96.9,28.6,0,0,78240,38495,33400,36640,N,N
5244,5244,10000,0.1695,248.26,MORTGAGE,75000,Source Verified,low_risk,n,24.1,0,2,17,0,11921,37,w,0,0,10823.77,10823.77,10000,823.77,0,0,0,9591.89,0,1,Individual,0,0,171730,3,4,2,4,4,44353,88,2,2,9066,73,26800,2,1,2,6,10733,7343,56.6,0,0,151,230,3,3,4,3,3,0,3,8,4,7,13,12,20,8,17,0,0,0,4,83.8,25,0,0,211747,56274,16900,50371,N,N
49320,49320,21275,0.1612,518.73,MORTGAGE,80000,Not Verified,low_risk,n,13.71,0,0,11,0,30228,25,f,18263.72,18263.72,6205.71,6205.71,3011.28,3194.43,0,0,0,518.73,0,1,Individual,0,0,149364,1,1,1,1,12,8458,85,2,3,11791,51,66100,2,2,1,5,13579,29213,43.6,0,0,124,228,5,5,4,5,12,0,3,5,7,8,6,9,15,5,11,0,0,0,3,100,28.6,0,0,191100,38686,51800,10000,N,N
73005,73005,12000,0.0646,367.57,OWN,52000,Not Verified,low_risk,n,24.84,0,1,4,0,2768,20,w,0,0,12509.59,12509.59,12000,509.59,0,0,0,3700.35,0,1,Individual,0,0,16470,0,2,1,2,9,13702,37,2,4,2018,32,14000,0,3,2,6,4118,7982,20.2,0,0,117,331,9,9,0,68,0,0,1,2,1,7,6,2,14,2,4,0,0,0,3,100,0,0,0,51175,16470,10000,37175,N,N
59768,59768,10625,0.1102,347.95,OWN,41416.92,Not Verified,low_risk,n,13.39,1,0,6,0,7370,12,w,7463.98,7463.98,4168.9,4168.9,3161.02,1007.88,0,0,0,347.95,0,1,Joint App,0,0,25550,2,1,1,1,6,18180,96,1,1,1446,76,29800,0,0,2,2,4258,5116,23.6,0,0,61,345,2,2,2,2,6,0,2,4,2,2,2,5,8,4,5,0,0,0,2,75,0,0,0,48785,25550,6700,18985,N,N
6979,6979,4800,0.2305,185.94,RENT,52000,Not Verified,low_risk,n,13.5,0,0,4,0,1481,7,w,3795.52,3795.52,1853.25,1853.25,1004.48,848.77,0,0,0,185.94,0,1,Joint App,0,4281,27808,1,0,1,1,10,26327,93,2,3,731,90,2700,1,0,2,4,6952,1219,54.9,0,0,154,22,1,1,0,1,10,0,3,3,3,3,4,3,3,3,4,0,0,0,3,85.7,33.3,0,0,30902,27808,2700,28202,N,N
51574,51574,21000,0.0819,427.72,MORTGAGE,51000,Source Verified,low_risk,n,16.94,0,1,14,0,28971,26,w,17456.19,17456.19,5123.08,5123.08,3543.81,1579.27,0,0,0,427.72,0,1,Individual,0,82,52756,0,5,0,0,77,17061,35,0,1,3810,53,39000,1,1,1,1,3768,1190,76.2,0,0,181,460,22,22,2,32,6,5,1,5,1,6,8,8,16,5,14,0,0,0,0,76.9,100,0,0,233321,46032,5000,48321,N,N
9912,9912,17000,0.143,398.21,MORTGAGE,75000,Source Verified,low_risk,n,32.18,0,1,12,1,9115,30,f,14935.42,14935.42,3968.59,3968.59,2064.58,1904.01,0,0,0,398.21,0,1,Individual,0,0,267564,1,3,2,3,1,80818,98,0,0,3469,70,33100,2,3,3,4,22297,16279,23.9,0,0,133,308,32,1,1,63,1,0,2,3,5,5,20,8,9,3,12,0,0,0,2,100,0,1,0,306547,89933,21400,93042,N,N
58079,58079,7500,0.0756,233.51,RENT,106085,Source Verified,low_risk,n,31.06,0,1,27,0,4002,61,w,0,0,7819.51,7819.51,7500,319.51,0,0,0,5188.09,0,1,Individual,0,0,110442,2,18,4,9,3,106440,79,0,0,3197,57,60700,6,14,2,9,4090,11303,22,0,0,137,138,53,3,0,53,4,0,1,3,2,5,48,9,13,3,27,0,0,0,4,100,0,0,0,195183,110442,14500,134483,N,N
67402,67402,40000,0.1033,856.4,RENT,60000,Not Verified,low_risk,n,15.78,0,0,9,0,21649,14,w,33555.75,33555.75,10230.89,10230.89,6444.25,3786.64,0,0,0,856.4,0,1,Joint App,0,0,33459,0,1,0,0,25,11810,65,1,1,14410,38,69100,1,0,0,1,3718,40851,34.6,0,0,119,240,12,12,0,12,23,0,5,5,5,5,4,8,10,5,9,0,0,0,1,100,0,0,0,87262,33459,62500,18162,N,N
18769,18769,3500,0.0702,108.11,RENT,30000,Not Verified,low_risk,n,9.52,0,0,10,0,954,19,w,2600.22,2600.22,1079.74,1079.74,899.78,179.96,0,0,0,108.11,0,1,Individual,0,0,8428,2,2,2,2,5,7474,89,1,2,954,26,24300,1,1,2,4,843,22746,4,0,0,117,175,3,3,0,17,5,1,1,1,7,11,4,8,15,1,10,0,0,0,3,94.7,0,0,0,32742,8428,23700,8442,N,N
31274,31274,13000,0.1171,429.99,RENT,45000,Source Verified,low_risk,n,28.05,0,1,6,0,11065,30,w,9498,9498,4721.43,4721.43,3502,1219.43,0,0,0,429.99,0,1,Individual,0,0,23645,3,2,1,2,6,12580,63,4,4,7704,57,21700,2,0,2,6,3941,7439,54.1,0,0,137,139,1,1,0,2,6,0,2,4,2,17,4,4,26,4,6,0,0,0,5,100,0,0,0,41700,23645,16200,20000,N,N
9289,9289,38275,0.143,896.56,RENT,50000,Not Verified,low_risk,n,27.12,0,0,6,0,4710,13,w,35499.25,35499.25,7111.67,7111.67,2775.75,4335.92,0,0,0,1793.12,0,1,Joint App,0,0,29530,2,1,1,2,5,24820,81,2,4,4153,51,26900,2,0,4,6,4922,22190,17.5,0,0,127,160,5,5,0,5,6,0,4,4,4,4,8,4,5,4,6,0,0,0,3,100,0,0,0,57516,29530,26900,30616,N,N
76336,76336,21275,0.1862,775.78,RENT,180000,Not Verified,low_risk,n,13.74,0,1,8,0,8952,8,f,19404.33,19404.33,5386.44,5386.44,1870.67,3515.77,0,0,0,387.89,0,1,Individual,0,0,54898,1,3,1,2,5,45946,80,0,1,8022,78,12100,2,0,1,3,9150,2848,75.9,0,0,40,103,14,5,0,14,5,0,2,2,3,3,3,5,5,2,8,0,0,0,1,100,50,0,0,83555,54898,11800,71455,Y,N
